wh_id,traknm,mfsmsn
GBWEL01,972951604612,MSN0007062
GBWEL01,972951604623,MSN0007063
GBWEL01,972951604634,MSN0007064
GBWEL01,972951604645,MSN0007065
GBWEL01,972951604656,MSN0007066
GBWEL01,972951604660,MSN0007067
GBWEL01,972951604671,MSN0007068
GBWEL01,972951604682,MSN0007069
GBWEL01,972951604693,MSN0007070
GBWEL01,972951604704,MSN0007071
GBWEL01,972951604715,MSN0007072
GBWEL01,972951604726,MSN0007073
GBWEL01,972951604730,MSN0007074
GBWEL01,972951604741,MSN0007075
GBWEL01,972951604752,MSN0007076
GBWEL01,972951604763,MSN0007077
GBWEL01,972951604774,MSN0007078
GBWEL01,972951604785,MSN0007079
GBWEL01,972951604796,MSN0007080
GBWEL01,972951604800,MSN0007081
GBWEL01,972951604811,MSN0007082
GBWEL01,972951604822,MSN0007083
GBWEL01,972951604833,MSN0007084
GBWEL01,972951604844,MSN0007085
GBWEL01,972951604855,MSN0007086
GBWEL01,972951604866,MSN0007087
GBWEL01,972951604870,MSN0007088
GBWEL01,972951604881,MSN0007089
GBWEL01,972951604892,MSN0007090
GBWEL01,972951604903,MSN0007091
GBWEL01,972951604914,MSN0007092
GBWEL01,972951604925,MSN0007093
GBWEL01,972951604936,MSN0007094
GBWEL01,972951604940,MSN0007095
GBWEL01,972951604951,MSN0007096
GBWEL01,972951604962,MSN0007097
GBWEL01,972951604973,MSN0007098
GBWEL01,972951604984,MSN0007099
GBWEL01,972951604995,MSN0007100
GBWEL01,972951605006,MSN0007101
GBWEL01,972951605010,MSN0007102
GBWEL01,972951605021,MSN0007103
GBWEL01,972951605032,MSN0007104
GBWEL01,972951605043,MSN0007105
GBWEL01,972951605054,MSN0007106
GBWEL01,972951605065,MSN0007107
GBWEL01,972951605076,MSN0007108
GBWEL01,972951605080,MSN0007109
GBWEL01,972951605091,MSN0007110
GBWEL01,972951605102,MSN0007111
GBWEL01,972951605113,MSN0007112
GBWEL01,972951605124,MSN0007113
GBWEL01,972951605135,MSN0007114
GBWEL01,972951605146,MSN0007115
GBWEL01,972951605150,MSN0007116
GBWEL01,972951605161,MSN0007117
GBWEL01,972951605172,MSN0007118
GBWEL01,972951605183,MSN0007119
GBWEL01,972951605194,MSN0007120
GBWEL01,972951605205,MSN0007121
GBWEL01,972951605216,MSN0007122
GBWEL01,972951605220,MSN0007123
GBWEL01,972951605231,MSN0007124
GBWEL01,972951605242,MSN0007125
GBWEL01,972951605253,MSN0007126
GBWEL01,972951605264,MSN0007127
GBWEL01,972951605275,MSN0007128
GBWEL01,972951605286,MSN0007129
GBWEL01,972951605290,MSN0007130
GBWEL01,972951605301,MSN0007131
GBWEL01,972951605312,MSN0007132
GBWEL01,972951605323,MSN0007133
GBWEL01,972951605334,MSN0007134
GBWEL01,972951605345,MSN0007135
GBWEL01,972951605356,MSN0007136
GBWEL01,972951605360,MSN0007137
GBWEL01,972951605371,MSN0007138
GBWEL01,972951605382,MSN0007139
GBWEL01,972951605393,MSN0007140
GBWEL01,972951605404,MSN0007141
GBWEL01,972951605415,MSN0007142
GBWEL01,972951605426,MSN0007143
GBWEL01,972951605430,MSN0007144
GBWEL01,972951605441,MSN0007145
GBWEL01,972951605452,MSN0007146
GBWEL01,972951605463,MSN0007147
GBWEL01,972951605474,MSN0007148
GBWEL01,972951605485,MSN0007149
GBWEL01,972951605496,MSN0007150
GBWEL01,972951605500,MSN0007151
GBWEL01,972951605511,MSN0007152
GBWEL01,972951605522,MSN0007153
GBWEL01,972951605533,MSN0007154
GBWEL01,972951605544,MSN0007155
GBWEL01,972951605555,MSN0007156
GBWEL01,972951605566,MSN0007157
GBWEL01,972951605570,MSN0007158
GBWEL01,972951605581,MSN0007159
GBWEL01,972951605592,MSN0007160
GBWEL01,972951605603,MSN0007161
GBWEL01,972951605614,MSN0007162
GBWEL01,972951605625,MSN0007163
GBWEL01,972951605636,MSN0007164
GBWEL01,972951605640,MSN0007165
GBWEL01,972951605651,MSN0007166
GBWEL01,972951605662,MSN0007167
GBWEL01,972951605673,MSN0007168
GBWEL01,972951605684,MSN0007169
GBWEL01,972951605695,MSN0007170
GBWEL01,972951605706,MSN0007171
GBWEL01,972951605710,MSN0007172
GBWEL01,972951605721,MSN0007173
GBWEL01,972951605732,MSN0007174
GBWEL01,972951605743,MSN0007175
GBWEL01,972951605754,MSN0007176
GBWEL01,972951605765,MSN0007177
GBWEL01,972951605776,MSN0007178
GBWEL01,972951605780,MSN0007179
GBWEL01,972951605791,MSN0007180
GBWEL01,972951605802,MSN0007181
GBWEL01,972951605813,MSN0007182
GBWEL01,972951605824,MSN0007183
GBWEL01,972951605835,MSN0007184
GBWEL01,972951605846,MSN0007185
GBWEL01,972951605850,MSN0007186
GBWEL01,972951605861,MSN0007187
GBWEL01,972951605872,MSN0007188
GBWEL01,972951605883,MSN0007189
GBWEL01,972951605894,MSN0007190
GBWEL01,972951605905,MSN0007191
GBWEL01,972951605916,MSN0007192
GBWEL01,972951605920,MSN0007193
GBWEL01,972951605931,MSN0007194
GBWEL01,972951605942,MSN0007195
GBWEL01,972951605953,MSN0007196
GBWEL01,972951605964,MSN0007197
GBWEL01,972951605975,MSN0007198
GBWEL01,972951605986,MSN0007199
GBWEL01,972951605990,MSN0007200
GBWEL01,972951606001,MSN0007201
GBWEL01,972951606012,MSN0007202
GBWEL01,972951606023,MSN0007203
GBWEL01,972951606034,MSN0007204
GBWEL01,972951606045,MSN0007205
GBWEL01,972951606056,MSN0007206
GBWEL01,972951606060,MSN0007207
GBWEL01,972951606071,MSN0007208
GBWEL01,972951606082,MSN0007209
GBWEL01,972951606093,MSN0007210
GBWEL01,972951606104,MSN0007211
GBWEL01,972951606115,MSN0007212
GBWEL01,972951606126,MSN0007213
GBWEL01,972951606130,MSN0007214
GBWEL01,972951606141,MSN0007215
GBWEL01,972951606152,MSN0007216
GBWEL01,972951606163,MSN0007217
GBWEL01,972951606174,MSN0007218
GBWEL01,972951606185,MSN0007219
GBWEL01,972951606196,MSN0007220
GBWEL01,972951606200,MSN0007221
GBWEL01,972951606211,MSN0007222
GBWEL01,972951606222,MSN0007223
GBWEL01,972951606233,MSN0007224
GBWEL01,972951606244,MSN0007225
GBWEL01,972951606255,MSN0007226
GBWEL01,972951606266,MSN0007227
GBWEL01,972951606270,MSN0007228
GBWEL01,972951606281,MSN0007229
GBWEL01,972951606292,MSN0007230
GBWEL01,972951606303,MSN0007231
GBWEL01,972951606314,MSN0007232
GBWEL01,972951606325,MSN0007233
GBWEL01,972951606336,MSN0007234
GBWEL01,972951606340,MSN0007235
GBWEL01,972951606351,MSN0007236
GBWEL01,972951606362,MSN0007237
GBWEL01,972951606373,MSN0007238
GBWEL01,972951606384,MSN0007239
GBWEL01,972951606395,MSN0007240
GBWEL01,972951606406,MSN0007241
GBWEL01,972951606410,MSN0007242
GBWEL01,972951606421,MSN0007243
GBWEL01,972951606432,MSN0007244
GBWEL01,972951606443,MSN0007245
GBWEL01,972951606454,MSN0007246
GBWEL01,972951606465,MSN0007247
GBWEL01,972951606476,MSN0007248
GBWEL01,972951606480,MSN0007249
GBWEL01,972951606491,MSN0007250
GBWEL01,972951606502,MSN0007251
GBWEL01,972951606513,MSN0007252
GBWEL01,972951606524,MSN0007253
GBWEL01,972951606535,MSN0007254
GBWEL01,972951606546,MSN0007255
GBWEL01,972951606550,MSN0007256
GBWEL01,972951606561,MSN0007257
GBWEL01,972951606572,MSN0007258
GBWEL01,972951606583,MSN0007259
GBWEL01,972951606594,MSN0007260
GBWEL01,972951606605,MSN0007261
GBWEL01,972951606616,MSN0007262
GBWEL01,972951606620,MSN0007263
GBWEL01,972951606631,MSN0007264
GBWEL01,972951606642,MSN0007265
GBWEL01,972951606653,MSN0007266
GBWEL01,972951606664,MSN0007267
GBWEL01,972951606675,MSN0007268
GBWEL01,972951606686,MSN0007269
GBWEL01,972951606690,MSN0007270
GBWEL01,972951606701,MSN0007271
GBWEL01,972951606712,MSN0007272
GBWEL01,972951606723,MSN0007273
GBWEL01,972951606734,MSN0007274
GBWEL01,972951606745,MSN0007275
GBWEL01,972951606756,MSN0007276
GBWEL01,972951606760,MSN0007277
GBWEL01,972951606771,MSN0007278
GBWEL01,972951606782,MSN0007279
GBWEL01,972951606793,MSN0007280
GBWEL01,972951606804,MSN0007281
GBWEL01,972951606815,MSN0007282
GBWEL01,972951606826,MSN0007283
GBWEL01,972951606830,MSN0007284
GBWEL01,972951606841,MSN0007285
GBWEL01,972951606852,MSN0007286
GBWEL01,972951606863,MSN0007287
GBWEL01,972951606874,MSN0007288
GBWEL01,972951606885,MSN0007289
GBWEL01,972951606896,MSN0007290
GBWEL01,972951606900,MSN0007291
GBWEL01,972951606911,MSN0007292
GBWEL01,972951606922,MSN0007293
GBWEL01,972951606933,MSN0007294
GBWEL01,972951606944,MSN0007295
GBWEL01,972951606955,MSN0007296
GBWEL01,972951606966,MSN0007297
GBWEL01,972951606970,MSN0007298
GBWEL01,972951606981,MSN0007299
GBWEL01,972951606992,MSN0007300
GBWEL01,972951607003,MSN0007301
GBWEL01,972951607014,MSN0007302
GBWEL01,972951607025,MSN0007303
GBWEL01,972951607036,MSN0007304
GBWEL01,972951607040,MSN0007305
GBWEL01,972951607051,MSN0007306
GBWEL01,972951607062,MSN0007307
GBWEL01,972951607073,MSN0007308
GBWEL01,972951607084,MSN0007309
GBWEL01,972951607095,MSN0007310
GBWEL01,972951607106,MSN0007311
GBWEL01,972951607110,MSN0007312
GBWEL01,972951607121,MSN0007313
GBWEL01,972951607132,MSN0007314
GBWEL01,972951607143,MSN0007315
GBWEL01,972951607154,MSN0007316
GBWEL01,972951607165,MSN0007317
GBWEL01,972951607176,MSN0007318
GBWEL01,972951607180,MSN0007319
GBWEL01,972951607191,MSN0007320
GBWEL01,972951607202,MSN0007321
GBWEL01,972951607213,MSN0007322
GBWEL01,972951607224,MSN0007323
GBWEL01,972951607235,MSN0007324
GBWEL01,972951607246,MSN0007325
GBWEL01,972951607250,MSN0007326
GBWEL01,972951607261,MSN0007327
GBWEL01,972951607272,MSN0007328
GBWEL01,972951607283,MSN0007329
GBWEL01,972951607294,MSN0007330
GBWEL01,972951607305,MSN0007331
GBWEL01,972951607316,MSN0007332
GBWEL01,972951607320,MSN0007333
GBWEL01,972951607331,MSN0007334
GBWEL01,972951607342,MSN0007335
GBWEL01,972951607353,MSN0007336
GBWEL01,972951607364,MSN0007337
GBWEL01,972951607375,MSN0007338
GBWEL01,972951607386,MSN0007339
GBWEL01,972951607390,MSN0007340
GBWEL01,972951607401,MSN0007341
GBWEL01,972951607412,MSN0007342
GBWEL01,972951607423,MSN0007343
GBWEL01,972951607434,MSN0007344
GBWEL01,972951607445,MSN0007345
GBWEL01,972951607456,MSN0007346
GBWEL01,972951607460,MSN0007347
GBWEL01,972951607471,MSN0007348
GBWEL01,972951607482,MSN0007349
GBWEL01,972951607493,MSN0007350
GBWEL01,972951607504,MSN0007351
GBWEL01,972951607515,MSN0007352
GBWEL01,972951607526,MSN0007353
GBWEL01,972951607530,MSN0007354
GBWEL01,972951607541,MSN0007355
GBWEL01,972951607552,MSN0007356
GBWEL01,972951607563,MSN0007357
GBWEL01,972951607574,MSN0007358
GBWEL01,972951607585,MSN0007359
GBWEL01,972951607596,MSN0007360
GBWEL01,972951607600,MSN0007361
GBWEL01,972951607611,MSN0007362
GBWEL01,972951607622,MSN0007363
GBWEL01,972951607633,MSN0007364
GBWEL01,972951607644,MSN0007365
GBWEL01,972951607655,MSN0007366
GBWEL01,972951607666,MSN0007367
GBWEL01,972951607670,MSN0007368
GBWEL01,972951607681,MSN0007369
GBWEL01,972951607692,MSN0007370
GBWEL01,972951607703,MSN0007371
GBWEL01,972951607714,MSN0007372
GBWEL01,972951607725,MSN0007373
GBWEL01,972951607736,MSN0007374
GBWEL01,972951607740,MSN0007375
GBWEL01,972951607751,MSN0007376
GBWEL01,972951607762,MSN0007377
GBWEL01,972951607773,MSN0007378
GBWEL01,972951607784,MSN0007379
GBWEL01,972951607795,MSN0007380
GBWEL01,972951607806,MSN0007381
GBWEL01,972951607810,MSN0007382
GBWEL01,972951607821,MSN0007383
GBWEL01,972951607832,MSN0007384
GBWEL01,972951607843,MSN0007385
GBWEL01,972951607854,MSN0007386
GBWEL01,972951607865,MSN0007387
GBWEL01,972951607876,MSN0007388
GBWEL01,972951607880,MSN0007389
GBWEL01,972951607891,MSN0007390
GBWEL01,972951607902,MSN0007391
GBWEL01,972951607913,MSN0007392
GBWEL01,972951607924,MSN0007393
GBWEL01,972951607935,MSN0007394
GBWEL01,972951607946,MSN0007395
GBWEL01,972951607950,MSN0007396
GBWEL01,972951607961,MSN0007397
GBWEL01,972951607972,MSN0007398
GBWEL01,972951607983,MSN0007399
GBWEL01,972951607994,MSN0007400
GBWEL01,972951608005,MSN0007401
GBWEL01,972951608016,MSN0007402
GBWEL01,972951608020,MSN0007403
GBWEL01,972951608031,MSN0007404
GBWEL01,972951608042,MSN0007405
GBWEL01,972951608053,MSN0007406
GBWEL01,972951608064,MSN0007407
GBWEL01,972951608075,MSN0007408
GBWEL01,972951608086,MSN0007409
GBWEL01,972951608090,MSN0007410
GBWEL01,972951608101,MSN0007411
GBWEL01,972951608112,MSN0007412
GBWEL01,972951608123,MSN0007413
GBWEL01,972951608134,MSN0007414
GBWEL01,972951608145,MSN0007415
GBWEL01,972951608156,MSN0007416
GBWEL01,972951608160,MSN0007417
GBWEL01,972951608171,MSN0007418
GBWEL01,972951608182,MSN0007419
GBWEL01,972951608193,MSN0007420
GBWEL01,972951608204,MSN0007421
GBWEL01,972951608215,MSN0007422
GBWEL01,972951608226,MSN0007423
GBWEL01,972951608230,MSN0007424
GBWEL01,972951608241,MSN0007425
GBWEL01,972951608252,MSN0007426
GBWEL01,972951608263,MSN0007427
GBWEL01,972951608274,MSN0007428
GBWEL01,972951608285,MSN0007429
GBWEL01,972951608296,MSN0007430
GBWEL01,972951608300,MSN0007431
GBWEL01,972951608311,MSN0007432
GBWEL01,972951608322,MSN0007433
GBWEL01,972951608333,MSN0007434
GBWEL01,972951608344,MSN0007435
GBWEL01,972951608355,MSN0007436
GBWEL01,972951608366,MSN0007437
GBWEL01,972951608370,MSN0007438
GBWEL01,972951608381,MSN0007439
GBWEL01,972951608392,MSN0007440
GBWEL01,972951608403,MSN0007441
GBWEL01,972951608414,MSN0007442
GBWEL01,972951608425,MSN0007443
GBWEL01,972951608436,MSN0007444
GBWEL01,972951608440,MSN0007445
GBWEL01,972951608451,MSN0007446
GBWEL01,972951608462,MSN0007447
GBWEL01,972951608473,MSN0007448
GBWEL01,972951608484,MSN0007449
GBWEL01,972951608495,MSN0007450
GBWEL01,972951608506,MSN0007451
GBWEL01,972951608510,MSN0007452
GBWEL01,972951608521,MSN0007453
GBWEL01,972951608532,MSN0007454
GBWEL01,972951608543,MSN0007455
GBWEL01,972951608554,MSN0007456
GBWEL01,972951608565,MSN0007457
GBWEL01,972951608576,MSN0007458
GBWEL01,972951608580,MSN0007459
GBWEL01,972951608591,MSN0007460
GBWEL01,972951608602,MSN0007461
GBWEL01,972951608613,MSN0007462
GBWEL01,972951608624,MSN0007463
GBWEL01,972951608635,MSN0007464
GBWEL01,972951608646,MSN0007465
GBWEL01,972951608650,MSN0007466
GBWEL01,972951608661,MSN0007467
GBWEL01,972951608672,MSN0007468
GBWEL01,972951608683,MSN0007469
GBWEL01,972951608694,MSN0007470
GBWEL01,972951608705,MSN0007471
GBWEL01,972951608716,MSN0007472
GBWEL01,972951608720,MSN0007473
GBWEL01,972951608731,MSN0007474
GBWEL01,972951608742,MSN0007475
GBWEL01,972951608753,MSN0007476
GBWEL01,972951608764,MSN0007477
GBWEL01,972951608775,MSN0007478
GBWEL01,972951608786,MSN0007479
GBWEL01,972951608790,MSN0007480
GBWEL01,972951608801,MSN0007481
GBWEL01,972951608812,MSN0007482
GBWEL01,972951608823,MSN0007483
GBWEL01,972951608834,MSN0007484
GBWEL01,972951608845,MSN0007485
GBWEL01,972951608856,MSN0007486
GBWEL01,972951608860,MSN0007487
GBWEL01,972951608871,MSN0007488
GBWEL01,972951608882,MSN0007489
GBWEL01,972951608893,MSN0007490
GBWEL01,972951608904,MSN0007491
GBWEL01,972951608915,MSN0007492
GBWEL01,972951608926,MSN0007493
GBWEL01,972951608930,MSN0007494
GBWEL01,972951608941,MSN0007495
GBWEL01,972951608952,MSN0007496
GBWEL01,972951608963,MSN0007497
GBWEL01,972951608974,MSN0007498
GBWEL01,972951608985,MSN0007499
GBWEL01,972951608996,MSN0007500
GBWEL01,972951609000,MSN0007501
GBWEL01,972951609011,MSN0007502
GBWEL01,972951609022,MSN0007503
GBWEL01,972951609033,MSN0007504
GBWEL01,972951609044,MSN0007505
GBWEL01,972951609055,MSN0007506
GBWEL01,972951609066,MSN0007507
GBWEL01,972951609070,MSN0007508
GBWEL01,972951609081,MSN0007509
GBWEL01,972951609092,MSN0007510
GBWEL01,972951609103,MSN0007511
GBWEL01,972951609114,MSN0007512
GBWEL01,972951609125,MSN0007513
GBWEL01,972951609136,MSN0007514
GBWEL01,972951609140,MSN0007515
GBWEL01,972951609151,MSN0007516
GBWEL01,972951609162,MSN0007517
GBWEL01,972951609173,MSN0007518
GBWEL01,972951609184,MSN0007519
GBWEL01,972951609195,MSN0007520
GBWEL01,972951609206,MSN0007521
GBWEL01,972951609210,MSN0007522
GBWEL01,972951609221,MSN0007523
GBWEL01,972951609232,MSN0007524
GBWEL01,972951609243,MSN0007525
GBWEL01,972951609254,MSN0007526
GBWEL01,972951609265,MSN0007527
GBWEL01,972951609276,MSN0007528
GBWEL01,972951609280,MSN0007529
GBWEL01,972951609291,MSN0007530
GBWEL01,972951609302,MSN0007531
GBWEL01,972951609313,MSN0007532
GBWEL01,972951609324,MSN0007533
GBWEL01,972951609335,MSN0007534
GBWEL01,972951609346,MSN0007535
GBWEL01,972951609350,MSN0007536
GBWEL01,972951609361,MSN0007537
GBWEL01,972951609372,MSN0007538
GBWEL01,972951609383,MSN0007539
GBWEL01,972951609394,MSN0007540
GBWEL01,972951609405,MSN0007541
GBWEL01,972951609416,MSN0007542
GBWEL01,972951609420,MSN0007543
GBWEL01,972951609431,MSN0007544
GBWEL01,972951609442,MSN0007545
GBWEL01,972951609453,MSN0007546
GBWEL01,972951609464,MSN0007547
GBWEL01,972951609475,MSN0007548
GBWEL01,972951609486,MSN0007549
GBWEL01,972951609490,MSN0007550
GBWEL01,972951609501,MSN0007551
GBWEL01,972951609512,MSN0007552
GBWEL01,972951609523,MSN0007553
GBWEL01,972951609534,MSN0007554
GBWEL01,972951609545,MSN0007555
GBWEL01,972951609556,MSN0007556
GBWEL01,972951609560,MSN0007557
GBWEL01,972951609571,MSN0007558
GBWEL01,972951609582,MSN0007559
GBWEL01,972951609593,MSN0007560
GBWEL01,972951609604,MSN0007561
GBWEL01,972951609615,MSN0007562
GBWEL01,972951609626,MSN0007563
GBWEL01,972951609630,MSN0007564
GBWEL01,972951609641,MSN0007565
GBWEL01,972951609652,MSN0007566
GBWEL01,972951609663,MSN0007567
GBWEL01,972951609674,MSN0007568
GBWEL01,972951609685,MSN0007569
GBWEL01,972951609696,MSN0007570
GBWEL01,972951609700,MSN0007571
GBWEL01,972951609711,MSN0007572
GBWEL01,972951609722,MSN0007573
GBWEL01,972951609733,MSN0007574
GBWEL01,972951609744,MSN0007575
GBWEL01,972951609755,MSN0007576
GBWEL01,972951609766,MSN0007577
GBWEL01,972951609770,MSN0007578
GBWEL01,972951609781,MSN0007579
GBWEL01,972951609792,MSN0007580
GBWEL01,972951609803,MSN0007581
GBWEL01,972951609814,MSN0007582
GBWEL01,972951609825,MSN0007583
GBWEL01,972951609836,MSN0007584
GBWEL01,972951609840,MSN0007585
GBWEL01,972951609851,MSN0007586
GBWEL01,972951609862,MSN0007587
GBWEL01,972951609873,MSN0007588
GBWEL01,972951609884,MSN0007589
GBWEL01,972951609895,MSN0007590
GBWEL01,972951609906,MSN0007591
GBWEL01,972951609910,MSN0007592
GBWEL01,972951609921,MSN0007593
GBWEL01,972951609932,MSN0007594
GBWEL01,972951609943,MSN0007595
GBWEL01,972951609954,MSN0007596
GBWEL01,972951609965,MSN0007597
GBWEL01,972951609976,MSN0007598
GBWEL01,972951609980,MSN0007599
GBWEL01,972951609991,MSN0007600
GBWEL01,972951610002,MSN0007601
GBWEL01,972951610013,MSN0007602
GBWEL01,972951610024,MSN0007603
GBWEL01,972951610035,MSN0007604
GBWEL01,972951610046,MSN0007605
GBWEL01,972951610050,MSN0007606
GBWEL01,972951610061,MSN0007607
GBWEL01,972951610072,MSN0007608
GBWEL01,972951610083,MSN0007609
GBWEL01,972951610094,MSN0007610
GBWEL01,972951610105,MSN0007611
GBWEL01,972951610116,MSN0007612
GBWEL01,972951610120,MSN0007613
GBWEL01,972951610131,MSN0007614
GBWEL01,972951610142,MSN0007615
GBWEL01,972951610153,MSN0007616
GBWEL01,972951610164,MSN0007617
GBWEL01,972951610175,MSN0007618
GBWEL01,972951610186,MSN0007619
GBWEL01,972951610190,MSN0007620
GBWEL01,972951610201,MSN0007621
GBWEL01,972951610212,MSN0007622
GBWEL01,972951610223,MSN0007623
GBWEL01,972951610234,MSN0007624
GBWEL01,972951610245,MSN0007625
GBWEL01,972951610256,MSN0007626
GBWEL01,972951610260,MSN0007627
GBWEL01,972951610271,MSN0007628
GBWEL01,972951610282,MSN0007629
GBWEL01,972951610293,MSN0007630
GBWEL01,972951610304,MSN0007631
GBWEL01,972951610315,MSN0007632
GBWEL01,972951610326,MSN0007633
GBWEL01,972951610330,MSN0007634
GBWEL01,972951610341,MSN0007635
GBWEL01,972951610352,MSN0007636
GBWEL01,972951610363,MSN0007637
GBWEL01,972951610374,MSN0007638
GBWEL01,972951610385,MSN0007639
GBWEL01,972951610396,MSN0007640
GBWEL01,972951610400,MSN0007641
GBWEL01,972951610411,MSN0007642
GBWEL01,972951610422,MSN0007643
GBWEL01,972951610433,MSN0007644
GBWEL01,972951610444,MSN0007645
GBWEL01,972951610455,MSN0007646
GBWEL01,972951610466,MSN0007647
GBWEL01,972951610470,MSN0007648
GBWEL01,972951610481,MSN0007649
GBWEL01,972951610492,MSN0007650
GBWEL01,972951610503,MSN0007651
GBWEL01,972951610514,MSN0007652
GBWEL01,972951610525,MSN0007653
GBWEL01,972951610536,MSN0007654
GBWEL01,972951610540,MSN0007655
GBWEL01,972951610551,MSN0007656
GBWEL01,972951610562,MSN0007657
GBWEL01,972951610573,MSN0007658
GBWEL01,972951610584,MSN0007659
GBWEL01,972951610595,MSN0007660
GBWEL01,972951610606,MSN0007661
GBWEL01,972951610610,MSN0007662
GBWEL01,972951610621,MSN0007663
GBWEL01,972951610632,MSN0007664
GBWEL01,972951610643,MSN0007665
GBWEL01,972951610654,MSN0007666
GBWEL01,972951610665,MSN0007667
GBWEL01,972951610676,MSN0007668
GBWEL01,972951610680,MSN0007669
GBWEL01,972951610691,MSN0007670
GBWEL01,972951610702,MSN0007671
GBWEL01,972951610713,MSN0007672
GBWEL01,972951610724,MSN0007673
GBWEL01,972951610735,MSN0007674
GBWEL01,972951610746,MSN0007675
GBWEL01,972951610750,MSN0007676
GBWEL01,972951610761,MSN0007677
GBWEL01,972951610772,MSN0007678
GBWEL01,972951610783,MSN0007679
GBWEL01,972951610794,MSN0007680
GBWEL01,972951610805,MSN0007681
GBWEL01,972951610816,MSN0007682
GBWEL01,972951610820,MSN0007683
GBWEL01,972951610831,MSN0007684
GBWEL01,972951610842,MSN0007685
GBWEL01,972951610853,MSN0007686
GBWEL01,972951610864,MSN0007687
GBWEL01,972951610875,MSN0007688
GBWEL01,972951610886,MSN0007689
GBWEL01,972951610890,MSN0007690
GBWEL01,972951610901,MSN0007691
GBWEL01,972951610912,MSN0007692
GBWEL01,972951610923,MSN0007693
GBWEL01,972951610934,MSN0007694
GBWEL01,972951610945,MSN0007695
GBWEL01,972951610956,MSN0007696
GBWEL01,972951610960,MSN0007697
GBWEL01,972951610971,MSN0007698
GBWEL01,972951610982,MSN0007699
GBWEL01,972951610993,MSN0007700
GBWEL01,972951611004,MSN0007701
GBWEL01,972951611015,MSN0007702
GBWEL01,972951611026,MSN0007703
GBWEL01,972951611030,MSN0007704
GBWEL01,972951611041,MSN0007705
GBWEL01,972951611052,MSN0007706
GBWEL01,972951611063,MSN0007707
GBWEL01,972951611074,MSN0007708
GBWEL01,972951611085,MSN0007709
GBWEL01,972951611096,MSN0007710
GBWEL01,972951611100,MSN0007711
GBWEL01,972951611111,MSN0007712
GBWEL01,972951611122,MSN0007713
GBWEL01,972951611133,MSN0007714
GBWEL01,972951611144,MSN0007715
GBWEL01,972951611155,MSN0007716
GBWEL01,972951611166,MSN0007717
GBWEL01,972951611170,MSN0007718
GBWEL01,972951611181,MSN0007719
GBWEL01,972951611192,MSN0007720
GBWEL01,972951611203,MSN0007721
GBWEL01,972951611214,MSN0007722
GBWEL01,972951611225,MSN0007723
GBWEL01,972951611236,MSN0007724
GBWEL01,972951611240,MSN0007725
GBWEL01,972951611251,MSN0007726
GBWEL01,972951611262,MSN0007727
GBWEL01,972951611273,MSN0007728
GBWEL01,972951611284,MSN0007729
GBWEL01,972951611295,MSN0007730
GBWEL01,972951611306,MSN0007731
GBWEL01,972951611310,MSN0007732
GBWEL01,972951611321,MSN0007733
GBWEL01,972951611332,MSN0007734
GBWEL01,972951611343,MSN0007735
GBWEL01,972951611354,MSN0007736
GBWEL01,972951611365,MSN0007737
GBWEL01,972951611376,MSN0007738
GBWEL01,972951611380,MSN0007739
GBWEL01,972951611391,MSN0007740
GBWEL01,972951611402,MSN0007741
GBWEL01,972951611413,MSN0007742
GBWEL01,972951611424,MSN0007743
GBWEL01,972951611435,MSN0007744
GBWEL01,972951611446,MSN0007745
GBWEL01,972951611450,MSN0007746
GBWEL01,972951611461,MSN0007747
GBWEL01,972951611472,MSN0007748
GBWEL01,972951611483,MSN0007749
GBWEL01,972951611494,MSN0007750
GBWEL01,972951611505,MSN0007751
GBWEL01,972951611516,MSN0007752
GBWEL01,972951611520,MSN0007753
GBWEL01,972951611531,MSN0007754
GBWEL01,972951611542,MSN0007755
GBWEL01,972951611553,MSN0007756
GBWEL01,972951611564,MSN0007757
GBWEL01,972951611575,MSN0007758
GBWEL01,972951611586,MSN0007759
GBWEL01,972951611590,MSN0007760
GBWEL01,972951611601,MSN0007761
GBWEL01,972951611612,MSN0007762
GBWEL01,972951611623,MSN0007763
GBWEL01,972951611634,MSN0007764
GBWEL01,972951611645,MSN0007765
GBWEL01,972951611656,MSN0007766
GBWEL01,972951611660,MSN0007767
GBWEL01,972951611671,MSN0007768
GBWEL01,972951611682,MSN0007769
GBWEL01,972951611693,MSN0007770
GBWEL01,972951611704,MSN0007771
GBWEL01,972951611715,MSN0007772
GBWEL01,972951611726,MSN0007773
GBWEL01,972951611730,MSN0007774
GBWEL01,972951611741,MSN0007775
GBWEL01,972951611752,MSN0007776
GBWEL01,972951611763,MSN0007777
GBWEL01,972951611774,MSN0007778
GBWEL01,972951611785,MSN0007779
GBWEL01,972951611796,MSN0007780
GBWEL01,972951611800,MSN0007781
GBWEL01,972951611811,MSN0007782
GBWEL01,972951611822,MSN0007783
GBWEL01,972951611833,MSN0007784
GBWEL01,972951611844,MSN0007785
GBWEL01,972951611855,MSN0007786
GBWEL01,972951611866,MSN0007787
GBWEL01,972951611870,MSN0007788
GBWEL01,972951611881,MSN0007789
GBWEL01,972951611892,MSN0007790
GBWEL01,972951611903,MSN0007791
GBWEL01,972951611914,MSN0007792
GBWEL01,972951611925,MSN0007793
GBWEL01,972951611936,MSN0007794
GBWEL01,972951611940,MSN0007795
GBWEL01,972951611951,MSN0007796
GBWEL01,972951611962,MSN0007797
